subject,category,term,definition,,,
LC Constr Studies,Roofs,Roofing Underlay / Felt,"A waterproof, breathable membrane laid over the rafters before the battens, acting as a secondary barrier against wind and rain.",,,
LC Constr Studies,Roofs,Battens,"Horizontal timber strips fixed to the rafters, on top of the underlay, to which the roof tiles or slates are attached.",,,
LC Constr Studies,Roofs,Counter-Battens,"Vertical timber strips fixed directly to the rafters, underneath the main battens, to create a ventilation channel in a warm roof design.",,,
LC Constr Studies,Roofs,Hipped Roof,"A roof with four sloping sides, eliminating the need for gables.",,,
LC Constr Studies,Roofs,Gable Roof,"A roof with two sloping sides that meet at a ridge, with a triangular wall (gable) at each end.",,,
LC Constr Studies,Roofs,Flashing,"Sheet metal (usually lead, copper, or zinc) used to weatherproof junctions, such as where a roof meets a chimney or wall.",,,
LC Constr Studies,Roofs,Valley,The internal angle formed by the intersection of two sloping roof surfaces.,,,
LC Constr Studies,Materials - Timber,Softwood,"Timber from coniferous trees (cone-bearing), which are generally fast-growing and have needles. e.g., Scots Pine, Spruce.",,,
LC Constr Studies,Materials - Timber,Hardwood,"Timber from broad-leaved, deciduous trees, which are generally slow-growing. e.g., Oak, Ash, Teak.",,,
LC Constr Studies,Materials - Timber,Seasoning,"The controlled process of drying timber to reduce its moisture content, making it more stable and resistant to decay.",,,
LC Constr Studies,Materials - Timber,Air Seasoning,"A natural method of drying timber by stacking it outdoors, protected from rain, allowing air to circulate freely.",,,
LC Constr Studies,Materials - Timber,Kiln Seasoning,"A rapid method of drying timber in a controlled chamber (kiln) where temperature, humidity, and air circulation are regulated.",,,
LC Constr Studies,Materials - Timber,Moisture Content,"The weight of water in a piece of wood, expressed as a percentage of the oven-dry weight of the wood.",,,
LC Constr Studies,Materials - Timber,Conversion,The process of sawing a felled log into usable timber sections.,,,
LC Constr Studies,Materials - Timber,Plain Sawn (Through and Through),"The simplest method of conversion, where the log is cut into parallel planks. It is quick but can lead to cupping.",,,
LC Constr Studies,Materials - Timber,Quarter Sawn,A method of conversion where the log is first cut into quarters and then sawn radially. It produces stable boards with an attractive grain but is more wasteful.,,,
LC Constr Studies,Materials - Timber,Knot,A defect in timber caused by the base of a branch that was embedded in the tree trunk.,,,
LC Constr Studies,Materials - Timber,Shake,"A defect in timber where the wood fibres separate along the grain, often caused by stress in the tree during growth.",,,
LC Constr Studies,Materials - Timber,Twisting / Warping,A distortion in timber where the board turns or bends from its original shape as it dries.,,,
LC Constr Studies,Materials - Timber,Wood Preservation,The treatment of timber with chemicals to protect it from fungal decay and insect attack.,,,
LC Constr Studies,Materials - Timber,Pressure Treatment (Tanalising),"A preservation method where timber is placed in a vacuum cylinder, and preservative is forced into the wood under pressure.",,,
LC Constr Studies,Materials - Timber,Plywood,"A manufactured board made by gluing together thin layers (veneers) of wood, with the grain of each layer at right angles to the next.",,,
LC Constr Studies,Materials - Timber,MDF (Medium-Density Fibreboard),"A manufactured board made from fine wood fibres mixed with wax and resin, formed into panels by applying high temperature and pressure.",,,
LC Constr Studies,Materials - Timber,Chipboard / Particleboard,"A manufactured board made from wood chips, sawmill shavings, or even sawdust, mixed with a synthetic resin and pressed.",,,
LC Constr Studies,Materials - Timber,OSB (Oriented Strand Board),A manufactured board made from compressed layers of wood strands (flakes) in specific orientations.,,,
LC Constr Studies,Materials - Concrete,Concrete,A composite material composed of fine and coarse aggregate bonded together with a fluid cement that hardens over time.,,,
LC Constr Studies,Materials - Concrete,Aggregate,"Granular material such as sand, gravel, or crushed stone used with a cement to form concrete.",,,
LC Constr Studies,Materials - Concrete,Cement,"A binder, a substance used for construction that sets, hardens, and adheres to other materials to bind them together. Most common type is Portland Cement.",,,
LC Constr Studies,Materials - Concrete,Hydration,The chemical reaction between cement and water that causes concrete to set and harden.,,,
LC Constr Studies,Materials - Concrete,Curing,"The process of maintaining adequate moisture and temperature in concrete for a period of time after it has been placed, to ensure proper hydration.",,,
LC Constr Studies,Materials - Concrete,Workability,"The ease with which fresh concrete can be mixed, placed, compacted, and finished without segregation.",,,
